"Daily Date","Share Code","Year High (GH¢)","Year Low (GH¢)","Previous Closing Price - VWAP (GH¢)","Opening Price (GH¢)","Last Transaction Price (GH¢)","Closing Price - VWAP (GH¢)","Price Change (GH¢)","Closing Bid Price (GH¢)","Closing Offer Price (GH¢)","Total Shares Traded","Total Value Traded (GH¢)"
"27/07/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","3.00","0.06"
"26/07/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"25/07/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","714.00","14.28"
"24/07/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"21/07/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","502.00","10.04"
"20/07/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","120.00","2.40"
"19/07/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","200.00","4.00"
"18/07/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"17/07/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","2,154.00","43.08"
"14/07/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","20.00","0.40"
"13/07/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","3,500.00","70.00"
"12/07/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"11/07/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","0.00","0.00"
"10/07/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","100.00","2.00"
"07/07/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","310.00","6.20"
"06/07/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","0.00","0.00"
"05/07/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","3.00","0.06"
"04/07/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","10.00","0.20"
"03/07/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","0.00","0.00"
"30/06/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","250.00","5.00"
"29/06/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","4,081.00","81.62"
"27/06/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"26/06/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","150.00","3.00"
"23/06/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"22/06/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","1,000.00","20.00"
"21/06/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"20/06/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","522.00","10.44"
"19/06/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"16/06/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"15/06/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"14/06/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"13/06/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","277.00","5.54"
"12/06/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"09/06/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"08/06/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"07/06/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","1,000.00","20.00"
"05/06/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"02/06/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"01/06/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"31/05/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"30/05/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"29/05/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"26/05/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"25/05/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"24/05/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"23/05/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"22/05/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"19/05/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","4,437.00","88.74"
"18/05/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"17/05/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"16/05/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"15/05/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"12/05/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"11/05/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"10/05/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"09/05/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"08/05/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"05/05/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"04/05/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"03/05/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"02/05/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","5,333.00","106.66"
"28/04/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","16,564.00","331.28"
"27/04/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","3,500.00","70.00"
"26/04/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","0.00","0.00"
"25/04/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","0.00","0.00"
"21/04/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","300.00","6.00"
"20/04/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"19/04/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"18/04/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"17/04/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"14/04/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"13/04/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","5,890.00","117.80"
"12/04/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"11/04/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","210.00","4.20"
"06/04/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"05/04/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"05/04/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"04/04/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"03/04/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"31/03/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"30/03/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"29/03/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","2,598.00","51.96"
"28/03/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","602.00","12.04"
"27/03/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"24/03/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","10,405.00","208.10"
"23/03/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","8.00","0.16"
"22/03/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","0.00","0.00"
"21/03/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","60.00","1.20"
"20/03/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","692.00","13.84"
"17/03/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","0.00","0.00"
"16/03/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","5.00","0.10"
"15/03/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","0.00","0.00"
"14/03/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","1,600.00","32.00"
"13/03/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"10/03/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"09/03/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"08/03/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"07/03/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","1,610.00","32.20"
"03/03/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","250.00","5.00"
"02/03/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","56.00","1.12"
"01/03/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","5.00","0.10"
"28/02/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","0.00","0.00"
"27/02/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","10.00","0.20"
"24/02/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.02","5.00","0.10"
"23/02/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","50.00","1.00"
"22/02/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","500.00","10.00"
"21/02/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"20/02/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"17/02/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","6.00","0.12"
"16/02/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","200.00","4.00"
"15/02/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"14/02/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"13/02/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","12.00","0.24"
"10/02/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","10.00","0.20"
"09/02/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","24.00","0.48"
"08/02/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"07/02/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","130.00","2.60"
"06/02/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"03/02/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"01/02/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","100.00","2.00"
"31/01/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","150.00","3.00"
"30/01/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","8,013.00","160.26"
"27/01/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","1,107.00","22.14"
"26/01/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","30.00","0.60"
"24/01/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","100.00","2.00"
"23/01/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"20/01/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"19/01/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","2,020.00","40.40"
"18/01/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","1,000.00","20.00"
"17/01/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","2,072.00","41.44"
"16/01/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"13/01/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"12/01/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"11/01/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"10/01/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"09/01/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"06/01/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"05/01/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"04/01/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"03/01/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"30/12/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"29/12/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"28/12/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","1,584.00","31.68"
"23/12/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","22.00","0.44"
"22/12/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"21/12/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"20/12/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"19/12/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","11.00","0.22"
"16/12/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"15/12/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"14/12/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"13/12/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","983.00","19.66"
"12/12/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"09/12/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","1,000.00","20.00"
"08/12/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","220.00","4.40"
"07/12/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"06/12/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"05/12/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"01/12/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"30/11/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"29/11/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","17.00","0.34"
"28/11/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"25/11/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"24/11/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"23/11/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"22/11/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"21/11/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"18/11/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"17/11/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"16/11/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"15/11/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","3,054.00","61.08"
"14/11/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"11/11/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","300.00","6.00"
"10/11/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"09/11/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"08/11/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"07/11/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","7,120.00","142.40"
"04/11/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","15,100.00","302.00"
"03/11/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","500.00","10.00"
"02/11/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"01/11/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","2,836.00","56.72"
"31/10/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"28/10/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"28/10/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"27/10/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","1,320.00","26.40"
"26/10/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"25/10/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","2,837.00","56.74"
"24/10/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","1,100.00","22.00"
"21/10/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"20/10/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","800.00","16.00"
"19/10/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"18/10/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"17/10/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","12.00","0.24"
"14/10/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"13/10/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"12/10/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"11/10/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","1,580.00","31.50"
"10/10/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"07/10/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","215.00","4.30"
"06/10/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"05/10/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","30.00","0.60"
"04/10/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","283,177.00","5,663.54"
"03/10/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"30/09/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","100.00","2.00"
"29/09/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","100.00","2.00"
"28/09/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","861.00","17.22"
"27/09/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"23/09/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"22/09/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","100.00","2.00"
"20/09/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","200.00","4.00"
"19/09/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","75.00","1.50"
"16/09/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","9.00","0.18"
"15/09/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"14/09/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"13/09/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","1,640.00","32.80"
"12/09/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","2,167.00","43.34"
"09/09/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","4,100.00","82.00"
"08/09/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"07/09/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","60.00","1.20"
"06/09/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","13,125.00","262.50"
"05/09/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"02/09/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"01/09/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"31/08/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"30/08/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"29/08/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"26/08/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"25/08/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"24/08/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"23/08/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"22/08/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"19/08/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","6,000.00","120.00"
"18/08/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"17/08/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"16/08/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","400.00","8.00"
"15/08/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","1,200.00","24.00"
"12/08/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"11/08/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"10/08/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"09/08/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","340.00","6.80"
"08/08/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","3,270.00","65.40"
"05/08/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"03/08/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","11.00","0.22"
"02/08/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"01/08/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"29/07/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","3,400.00","68.00"
"28/07/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"27/07/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","1,507.00","30.14"
"26/07/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","816.00","16.32"
"25/07/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"22/07/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"21/07/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"20/07/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"19/07/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","12,195.00","243.90"
"18/07/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","12.00","0.24"
"14/07/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"13/07/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
